,title,min_salary,max_salary,currency,href,site
148,C++ Junior разработчик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51803585?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
149,Аналитик - исследователь (junior),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/43853880?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
150,Junior Java Developer (Trainee / Students Lab Gomel),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49102929?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
151,Инженер по нагрузочному тестированию (Junior),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50581783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
152,Junior Desktop Software Developer (C#),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51905371?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
153,Junior Python разработчик,300,NaN,USD,https://saratov.hh.ru/vacancy/52483593?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
154,Junior Python Developer,NaN,250000,KZT,https://saratov.hh.ru/vacancy/52410667?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
155,Стажер в области разработки на Python (направление: Data),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51997789?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
156,Junior Python RPA Developer (Robotic Process Automation),150000,NaN,KZT,https://saratov.hh.ru/vacancy/51685235?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
157,Junior/Mid DevOps / Backend software engineer,500,3000,USD,https://saratov.hh.ru/vacancy/51546771?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
158,System Administrator (Junior DevOps Engineer),18000,NaN,грн.,https://saratov.hh.ru/vacancy/52500791?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
159,Data Engineer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48501169?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
160,Junior Software Developer (C++),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52041233?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
161,Junior DevOps engineer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/46973758?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
162,Backend разработчик (Python),250000,350000,руб.,https://saratov.hh.ru/vacancy/52045980?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
163,"Python Developer, Middle",NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51772242?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
164,Python разработчик junior,30000,60000,руб.,https://saratov.hh.ru/vacancy/52423785?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
165,Младший тестировщик (Junior QA),80000,NaN,руб.,https://saratov.hh.ru/vacancy/52680975?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
166,Junior C++ Developer (Младший С++ разработчик),120000,NaN,руб.,https://saratov.hh.ru/vacancy/42462084?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
167,Junior Backend Developer (Python),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/47348712?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
168,Junior data scientist,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50930766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
169,Junior QA Engineer,60000,NaN,руб.,https://saratov.hh.ru/vacancy/52076844?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
170,Младший программист Python (MaxPatrol VM),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52586292?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
171,Junior python разработчик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52524693?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
172,Младший бизнес-аналитик (Junior Business Analyst),70000,NaN,руб.,https://saratov.hh.ru/vacancy/52220321?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
173,Computer Vision Engineer (junior/intern),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52201642?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
174,Junior Python Developer (remote),10000,40000,руб.,https://saratov.hh.ru/vacancy/52289469?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
175,Младший аналитик Power BI,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50329575?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
176,Младший Python программист (MaxPatrol 8),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52113553?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
177,Junior Java Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52148830?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
178,Junior Data Engineer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50929393?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
179,Junior Data-аналитик (Kolesa Academy)/Стажер,150000,150000,KZT,https://saratov.hh.ru/vacancy/51830115?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
180,Senior/Middle ML Engineer (cv and speech),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51957361?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
181,Инженер-программист (Optimized libraries software developer),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52761439?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
182,Специалист по тестированию ПО,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51993803?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
183,Инженер-программист (System/embedded software developer),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52761653?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
184,Staff Engineer Backend,6000,8000,USD,https://saratov.hh.ru/vacancy/52733155?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
185,Системный администратор / DevOps,70000,NaN,руб.,https://saratov.hh.ru/vacancy/51727389?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
186,Программист PHP,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52179066?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
187,Младший разработчик встроенных систем Embedded Linux,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52759098?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
188,Инженер-программист,35000,70000,руб.,https://saratov.hh.ru/vacancy/50771312?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
189,Разработчик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50705335?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
190,Инженер-программист встроенных систем (Embedded Software Engineer),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52761648?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
191,Тестировщик ПО,80000,150000,руб.,https://saratov.hh.ru/vacancy/52338747?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
192,Системный администратор Linux Junior,85000,140000,руб.,https://saratov.hh.ru/vacancy/48462279?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
193,Senior backend developer (Python),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48210044?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
194,"Backend-разработчик (PHP, Junior)",30000,NaN,руб.,https://saratov.hh.ru/vacancy/52601179?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
195,Продуктовый аналитик / Product analyst (удаленно),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52156739?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
196,Senior Data scientist,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50477564?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
197,Инженер данных / DE (удалённо),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52818619?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
198,Младший системный администратор,45000,70000,руб.,https://saratov.hh.ru/vacancy/51007140?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
199,Ментор по JavaScript,17000,100000,руб.,https://saratov.hh.ru/vacancy/52162079?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
200,Старший аналитик продукта / данных (Персонализация),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50026700?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
201,Менеджер отдела аудита (BI - аналитик),70000,NaN,руб.,https://saratov.hh.ru/vacancy/52462339?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
202,Преподаватель / Репетитор по программированию,60000,NaN,руб.,https://saratov.hh.ru/vacancy/50548687?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
203,Senior Support Engineer - CloudLinux Specialized Team [Remote],NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48539293?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
204,Продуктовый аналитик (Origination),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49916165?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
205,Преподаватель программирования Учи.ру/КодКласс,20000,40000,руб.,https://saratov.hh.ru/vacancy/52818274?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
206,Senior Front-end Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51799097?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
207,Senior Support Engineer - CloudLinux Specialized Team [Remote],NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48539282?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
208,Senior Support Engineer - CloudLinux Specialized Team [Remote],NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48539322?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
209,Senior Support Engineer - CloudLinux Specialized Team [Remote],NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48539308?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
210,Senior Support Engineer - CloudLinux Specialized Team [Remote],NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48539183?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
211,Junior Electromagnetic Signal Processing Researcher,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52663939?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
212,Старший риск - аналитик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/44903435?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
213,Системный инженер,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49589464?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
214,Аналитик (Младший специалист),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51109034?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
215,Преподаватель по программированию со знанием иврита в онлайн-школу,NaN,1000,USD,https://saratov.hh.ru/vacancy/52535804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
216,Web Analytics Team Lead,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/47756783?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
217,Младший инженер SIEM,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52683000?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
218,Web Analytics Team Lead,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49979568?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
219,Web Analytics Team Lead,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/45156149?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
220,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579257?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
221,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579250?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
222,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579208?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
223,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579255?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
224,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579251?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
225,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579252?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
226,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579253?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
227,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579258?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
228,Data Scientist / Machine Learning (remote),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52579254?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
229,Системный администратор Linux,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52610127?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
230,Системный администратор Linux,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52610161?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
231,Embedded Software Senior QA Engineer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48545450?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
232,"Senior Consultant, Data Science, IT Advisory",NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52581749?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
233,Junior DevOps (Младший системный инженер),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51037875?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
234,"Эксперт-преподаватель по курсу ""Командная разработка по методологии Agile: SCRUM"" (Python developer)",NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52564134?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
235,Junior Linux Engineer/DevOps,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51202319?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
236,Младший аналитик персональных коммуникаций,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52570162?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
237,Младший ИТ-аналитик в Холдинг РЕСО,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50231742?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
238,Младший консультант / Консультант оценки финансовых рисков — Управление рисками организаций,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49622338?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
239,Junior iOS разработчик мобильных приложений,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51193313?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
240,Младший SEO-оптимизатор,NaN,50000,руб.,https://saratov.hh.ru/vacancy/52069502?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
241,Программист PHP,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52433186?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
242,Инженер по сопровождению,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52461115?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
243,DevOps/Инженер по релизам и конфигурациям,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49350795?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
244,Junior DevOps Инженер,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48470028?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
245,Ведущий аналитик (gamedev),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/43504375?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
246,Младший управляющий активами,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52465618?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
247,"Big Data Developer (Spark, BigData)",NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52414908?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
248,Junior DevOps,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50904065?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
249,Middle/middle+ Python Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50798756?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
250,ML engineer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52403465?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
251,Junior marketing analyst,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49492716?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
252,Аналитик в сфере защиты информации,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/48930539?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
253,Web-программист,40000,NaN,руб.,https://saratov.hh.ru/vacancy/52425829?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
254,Младший аналитик в отдел исследований цифровых рисков (Департамент Digital Risk Protection),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52418304?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
255,Junior/Middle продуктовый аналитик в команду автобусов сервиса путешествий,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/49069093?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
256,Network Automation Engineer (Move On),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51731731?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
257,Network Automation Engineer (Move On),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51731733?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
258,Junior marketing analyst,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51629633?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
259,Программист разработчик тестов процессорных ядер,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50472295?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
260,Специалист по информационной безопасности (Junior/Middle),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/46025219?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
261,Старший разработчик имитационных моделей,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52281598?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
262,Junior Backend Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52251316?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
263,Product analyst intern,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52244222?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
264,Разработчик-аналитик,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50036058?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
265,Web разработчик (Junior Web-developer),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52239234?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
266,Инженер-программист (компьютерное зрение и машинное обучение),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52210218?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
267,Программист-разработчик ПО для оптимизированных библиотек/Optimized Libraries Software Developer,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50155421?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
268,Network Automation Engineer (Move On),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51731732?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
269,Помощник специалиста RPA,23000,NaN,руб.,https://saratov.hh.ru/vacancy/51105920?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
270,Системный администратор Unix / Junior DevOps,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50764342?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
271,Программист-стажер защищенных микроконтроллеров,80000,120000,руб.,https://saratov.hh.ru/vacancy/52224793?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
272,Младший системный администратор,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52239220?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
273,Data Scientist,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52219113?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
274,Менеджер/младший менеджер (Группа по управлению финансовыми рисками/Департамент управления рисками),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50982072?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
275,Младший специалист — Группа по управлению корпоративными рисками — Департамент управления рисками,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52238930?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
276,Devops Engineer (Junior),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52199682?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
277,Junior DevOps specialist (Младший инженер по конфигурированию),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52208804?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
278,Ведущий аналитик по планированию спроса и продаж (Senior Demand Planner),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52256397?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
279,Senior Data Scientist в команду CVM AI,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52219316?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
280,Программист,200,NaN,руб.,https://saratov.hh.ru/vacancy/52085449?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
281,Педагог (кружок программирования),80000,200000,руб.,https://saratov.hh.ru/vacancy/52097766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
282,Data Scientist,80000,NaN,руб.,https://saratov.hh.ru/vacancy/52081848?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
283,Senior Data Scientist (Агентство Starlink),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/51091771?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
284,Data Scientist,80000,NaN,руб.,https://saratov.hh.ru/vacancy/52065613?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
285,Маркетинговый аналитик (junior-middle),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50813616?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
286,Преподаватель программирования для детей (удаленно),30000,60000,руб.,https://saratov.hh.ru/vacancy/51267858?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
287,Маркетинговый аналитик (junior-middle),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50813617?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
288,Преподаватель программирования для детей (удаленно),30000,60000,руб.,https://saratov.hh.ru/vacancy/51267860?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
289,Преподаватель программирования для детей (удаленно),30000,60000,руб.,https://saratov.hh.ru/vacancy/51267859?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
290,Программист C# / Разработчик Unity (Junior),40000,50000,руб.,https://saratov.hh.ru/vacancy/52056890?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
291,QA-инженер,NaN,NaN,NaN,https://saratov.hh.ru/vacancy/52056305?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
292,Преподаватель программирования для детей (удаленно),30000,60000,руб.,https://saratov.hh.ru/vacancy/51267863?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
293,Маркетинговый аналитик на направление USA (junior-middle),NaN,NaN,NaN,https://saratov.hh.ru/vacancy/50813608?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
294,Senior C++ developer,250000,NaN,руб.,https://saratov.hh.ru/vacancy/47419766?from=vacancy_search_list&hhtmFrom=vacancy_search_list&query=Python%20junior,HeadHunter
